City,Attack,Target
Sederot,3,14
Sederot,3,14
Arauca,3,2
Khar,2,14
Nawagai,3,14
Talibya District,2,14
al-Jadida,6,14
Unknown,6,14
Nijrab District,2,14
Almaty,3,8
Ur,2,14
Ashary,3,4
Mogadishu,3,6
Kismayo,3,12
Domail Village,5,8
Unknown,6,14
al-Jadida,3,14
Thenia,3,3
Ghaljo,3,3
Jolo Town,6,14
Pottuvil,2,17
Mosul,3,4
Karrada District,3,20
Nabunturan and Compostela,2,3
Landhi Sharif,6,20
Unknown,2,2
Kupwara district,6,14
Sakhra Fazl Garhi,2,3
Minglawar,6,14
Bogota,3,3
Sederot and Kibbutz Sa'd,3,2
Balad,3,10
Kamdesh District,6,21
Zhari District,3,4
Birgunj,3,14
General Santos City,3,1
Unknown,3,2
Baghdad,9,14
Korangi,2,3
Thiraa Dijla,3,1
Fallujah,6,14
Cunday,2,14
Fallujah,3,3
Dhacdheer Locality,2,14
Thirunalveli,3,20
Quetta,3,2
Kabul,3,4
Kazimiyah,3,19
Basra,3,4
Bijapur District,6,14
Nouakchott,2,2
al-Aqari,3,2
Karradah,3,1
Tikrit,3,4
Baghdad,3,14
North Waziristan District,3,4
Rubezhnoye,2,3
Nyepo Payams (locality),2,14
N'Djamena,2,2
Karnal District,3,2
Dambulla,3,19
Biratnagar,2,14
Ba'qubah,3,2
Colombo,3,19
Kalininaul,2,3
Mogadishu,3,19
Colombo,3,14
Mzira,3,3
N'Djamena,3,7
Dimona,3,14
Rawalpindi,3,4
Welioya,3,19
Ban Kasoh,3,8
Bossaso,3,14
Los Angeles,7,14
Jaleswar,3,2
Saiburi District,3,15
Kibbutzh Beeri,3,14
Munich,3,1
Boukhalifa,2,3
Ghazni,3,4
Charsadda,3,2
Sderot,3,14
Columbia,7,15
Balad,3,4
Kandahar,3,2
Dili,6,2
Baghdad,3,2
Kandahar,3,4
Babors mountains,1,2
Er Gabo,6,12
Darfur (Province),9,12
Mir Ali,3,2
Damascus,3,17
Swat Valley (District),3,2
Reggio Calabria,6,8
Mogadishu,3,2
Baghdad,3,14
Khar,3,4
Tall Afar,3,15
Mexico City,3,3
Bureij,3,17
Nepalgunj,3,2
Baghdad,3,17
Arauca,1,2
Gaza City,7,13
Lakhdaria,3,14
Mexico City,3,2
Nayagarh District,2,3
Mogadishu,7,11
Katholhu,3,1
Mingora,3,16
Mogadishu,1,2
Parachanar,3,2
Tadmait,3,4
Taipei,6,2
Yangdaeng District,1,2
Khar,3,2
Baghdad,3,14
Kandahar,3,4
Mosul,3,3
Mitrovica,3,7
Quetta,3,2
Quetta,3,21
Eureka,7,5
Vorenezh,1,2
Quetta,3,21
Talisay City,1,14
Eureka,7,5
Lahore,1,2
Spin Boldak,3,3
Baghdad,3,2
Pattani,2,14
Quetta,3,2
Bartica,2,3
Sderot,3,14
Quetta,3,2
Mitrovice,3,7
Tachilek,3,18
Baquba,2,14
Kandahar,3,14
Mallusk,7,13
Muqdadiya,3,3
Sangin,3,14
Baghdad,1,2
Pula,3,14
Guabel Boudjlal,3,4
Quetta,2,3
Beirut,3,7
Mitrovice,3,7
Belgrade,2,7
Belgrade,2,7
Chalandri,7,1
Athens,7,1
Petroupolis,7,1
Chalandri,7,1
Piraeus,7,1
Piraeus,7,1
Kallithea,7,1
Athens,7,1
Athens,7,1
Argyroupolis,7,1
Piraeus,7,1
Glyfada,7,1
Athens,7,1
Matta,3,14
Cho-Airong,3,4
Baghdad,3,14
Tikrit,3,3
Amiriyah,3,15
Yala,3,8
Arab Jabour,2,14
Matmata,6,18
Colombo District,3,19
Mogadishu,2,3
Zabul,2,14
Ordzhonikidzevskaya,2,3
Baghdad,3,2
Bilbao,3,16
Saikul Village,2,14
Baghdad,2,10
Asadabad,3,1
Iskandariyah,3,14
Karbala,3,14
Caracas,3,1
Baghdad,2,17
Kandahar,1,2
Colombo District,2,17
Athens,3,2
Port Harcourt,6,14
Rawalpindi,3,2
Mansehra,2,12
Baghdad,3,14
Samarra,3,3
Sui,3,21
Mogadishu,1,3
Chiang Rai (Province),2,3
Balad Ruz,3,3
Baqubah,5,14
Kirkuk,2,17
Peshawar,1,15
Sadda,3,2
Khost,3,3
Tuz-Khurmato,2,4
Mosul,3,14
Baghdad,3,14
Dmenisi,3,2
General Santos City,3,14
Karbala,2,14
Khar,7,4
Al-Edheim,6,14
Kandahar,7,16
Alisher District,3,14
Guwahati,1,3
Bus-bus,7,1
Sangin District,7,16
Sunsari District,3,14
Darra Adam Khel,3,14
Gozara District,2,2
Al-Khreir,3,20
Netivot,3,14
Vavuniya,3,20
Bannu Cantonment,3,20
Samarra,3,14
Sderot,3,2
Sderot,3,2
Nhlangano,3,2
Tizi Rached,7,1
Woodinville,7,1
Bagram,3,2
Baluchistan,3,1
Neo Psikhiko,7,2
Al-Mazari,2,17
Taftan,6,10
Baghdad,3,4
Basra,1,3
Kandahar City,3,16
Laadjadra,3,21
Tak Bai,3,3
Sderot,3,14
Kashroad District,2,3
Lahore,3,4
Khost City,3,3
Xian,4,18
Samarra,3,2
Jammasa,3,3
Putumayo,7,2
Colombia,3,1
Baghdad,3,14
Kibbutz Nir Oz,3,14
Baghdad,3,1
Kibbutz Ein Hashlosha,3,4
Sderot,3,14
Reasi,3,14
New York City,3,4
Baghdad,3,14
Jerusalem,2,15
Lakhimpur District,3,14
Raab,1,7
Hawijah,3,3
Dohni,6,7
,1,3
Nad-e Ali District,3,14
Dwa Monda District,1,4
Muqdadiyah,3,14
Naushki District,3,21
Guwahati,3,14
Khammar,3,19
Baghdad,3,14
Srija,3,14
,3,2
Hawijah,3,15
Kolhu,3,1
Qalat,2,1
Dibrugarh,1,14
New Delhi,3,7
Basra,1,14
Mosul,3,14
Baghdad,1,14
Tikrit,3,3
Baghdad,3,14
,2,14
Baghdad,3,4
Baghdad,3,14
Baghdad,3,15
Imphal West District,3,7
Sulaimaniyah,3,1
Colombo,3,14
Aiyam,2,14
Ashkelon,3,14
Karachi,7,8
Basra,3,19
Mosul,1,8
,7,16
Kibaki,2,14
Yousifiyah,3,7
Mogadishu,3,3
Narathiwat,1,7
Lahore,3,3
Tinsukia,3,1
Benizad,2,7
Dera Bugti,3,14
Swat Valley,3,3
Kerem Shalom,3,14
Baghdad,3,14
,3,10
Zab,3,7
Qinzhou,3,1
Tikrit,1,7
Baghdad,3,14
Baghdad,3,14
Alengar (District),7,16
Ramecchap (District),2,7
Sderot,3,14
Kabul,1,4
Matta Tehsil,3,7
Babel,3,7
Kandahar City,7,16
Baghdad,3,21
Islamabad,3,1
Pattani,3,7
Saliburi (District),3,8
Yala City,3,8
Khost,3,4
Gaurisagar,3,1
Zanjili,3,1
Murkongselek,3,3
Minya,3,2
Hub,2,3
Vavuniya District,3,4
El Aouana,3,4
Jessore,3,3
Sderot,3,14
Darra Adamkhel,3,8
Mardan,3,3
T Minou,9,4
Muang District,3,1
Mosul,3,2
Mansour,3,14
Lakhdaria,9,3
Ashkelon,3,14
Sderot,3,14
Sagolmang,3,4
Sai Buri District,7,8
Mosul,3,3
Khanaqin,3,14
Tikrit,6,4
Kirkuk,3,14
Megueren,1,15
Greshk District,3,4
Kandahar,3,4
Swat Valley,3,3
Banibangou,6,3
Smolensk,3,1
Sumar District,3,14
Pasakha,3,21
Chahar Bolk District,2,12
Bekar,3,3
Khasavyurt,2,15
Ghalanai,3,3
Doab District,1,2
Ghalanai,3,3
Wazir Killi,3,8
Ghalanai,3,3
Al-Haswah,3,4
Mansour,3,3
Karradah,3,19
Zakhakhel,2,3
Ghalanai,3,3
Mansour,3,3
Zaiyounah,3,14
Karbala,3,1
Santiago,3,1
Baghdad,3,4
Yala,3,4
Yala,2,2
Karada,3,14
Baladiyat,3,14
Sanaa,3,7
Muang District,3,15
Sang Atesh,9,4
Jerusalem,2,15
Mosul,3,1
Mayo District,3,1
Banke District,2,2
Rolpa District,2,17
Abu Ghraib,3,4
Sumar,3,4
Baghdad,3,4
Balad Ruz,3,3
Kandahar,7,16
Unknown,2,2
Yala,2,14
Mosul,3,4
Beji,6,2
Sderot,3,14
Sderot,3,14
Unknown,3,14
Alkhazurovo,7,20
Afgooye District,3,14
Delaram District,2,14
Unknown,3,14
Mogadishu,2,4
Unknown,3,4
Nahal Oz,3,4
Kokrajhar district,2,17
Srinagar,3,3
Ziqqim,3,14
Kerem Shalom,3,4
Wana,3,4
Mazer-I-Sharif,3,15
Unknown,3,4
Ashkelon,3,14
Sderot,3,14
,3,4
Pol-e Archi,1,3
Lafoole,3,4
Um Tajok,6,9
Rajbiraj,2,2
Calahorra,3,3
Tinzaouatene,3,14
Unknown,2,14
Arghandab District,3,3
Kismaayo,2,12
Hebron,2,14
,3,4
,3,14
,3,4
,3,4
Sayedabad District,2,4
Liak Dar,2,14
Kirkuk,3,3
Ashkelon,3,14
Port Harcourt,3,4
Mannar District,3,4
Abeibara,6,4
Baquba,3,14
Kvemo-Okona,3,4
Baghdad,3,4
Balad Ruz,2,3
Baghdad,3,4
Zafaraniya,2,19
Shula District,3,1
Mosul,3,4
Tagab District,3,4
,2,12
,2,12
Sha'ar HaNegev,3,14
,3,4
North Cachar Hills District,2,19
Kalata Nazar,2,3
Sderot,3,14
Nahal Oz,3,14
Thoubal district,2,14
Miranshah,2,14
Greshk District,3,14
Chardara District,3,4
,2,4
Batticaloa,3,3
,2,14
,3,14
Ashkelon,3,14
,3,3
Musaei,3,3
Al-Kifah,2,14
Baghdad,2,14
Baghdad,3,4
Sadr City,3,14
,3,3
Basra,7,21
Parachinar District,3,2
Kirkuk,3,3
Baghdad,3,4
Basra,3,3
Awja,3,17
Unknown,3,4
Ashkelon,3,14
Kibbutz Ein,3,14
Amara,3,22
Paghman District,7,10
Baghdad,3,4
Baghdad,3,12
Baghdad,3,19
Baghdad,2,14
Baghdad,3,2
Ameen,2,14
Panjuai District,1,2
Andrew District,2,3
Baghdad,3,2
Kissufim,3,4
Sderot,3,14
Thanto District,3,3
Sderot,3,14
Sha'ar HaNegev,3,14
Sderot,3,14
Sderot,3,14
Unknown,6,10
,2,2
,3,3
Garam,3,3
Sderot,3,14
Sderot,3,14
,3,13
Moneragala District,2,2
Greshk District,3,3
Angul District,2,14
,3,4
,3,4
Shahr Safa District,9,4
Zari District,3,4
Garam,3,3
Gari District,3,4
Mogadishu,3,2
Britanagar,3,15
Panjuai District,1,2
Sidi El Houari,3,2
,3,4
Kissufim,3,4
Mandesar,2,2
Azpeitia,3,16
Dhuluiyah,2,3
Baji,3,17
Istanbul,3,10
Ningolai,3,3
Ashkelon,3,14
Bula Burde,3,4
Zherai district,3,14
Yarang District,3,3
Nazran,3,2
Khash Rud,3,3
Darra Adam Khel,3,19
Aurangabad,2,14
Khunti,2,14
Mogadishu,1,2
Bu'ale,6,7
Hawijah,1,17
Baghdad,3,15
Guayabetal,3,21
Barmal,3,14
Inarwa,3,2
Mingora,2,14
Sungai Kolok,3,1
Mannar,2,2
Mannar,3,15
Kirkuk,1,17
Swat,3,14
Baghdad,3,10
Tikrit,2,14
Quetta,2,2
Aurangabad,1,2
Kirkuk,2,3
Baghdad,2,1
Sa`diyah,3,14
Baghdad,3,1
Qalqilyah,7,2
Nasirabad,3,14
Maimbung,6,13
Al Sa`idiyah,3,14
Kirkuk,1,3
Al Bi'aj,2,3
Ba'quba,3,14
Baghdad,2,19
Ashkelon,3,14
Jaffarabad,3,14
Jaffarabad,3,14
Darra Adam Khel,3,8
Unknown,2,14
Buulo Burte,2,14
Datu Montawal,2,12
San Jose del Guaviare,2,15
Qasahdere,1,2
Bucharest,2,1
Saba Yoi,2,14
Baghdad,3,14
Dera Allah Yar,1,14
Birgunj,3,19
Kupwara,6,3
Baghdad,3,3
Kalat,6,2
Lashgar gah,3,3
Jamui,2,1
Barama,2,14
Udaipur,6,22
Khanaqin,3,14
Malian,6,14
Agartala,2,2
Malkangiri,2,14
Istanbul,3,1
Oddur,3,1
Janakpur,6,2
Peshawar,3,1
Basra,1,4
Kirkuk,3,3
Sa`diyah,3,14
Gaza City,3,14
Ein HaShlosha,2,1
Gartok,3,20
Mosul,2,2
Baghdad,3,19
Mugu,6,2
Kurram,3,14
Baghdad,2,15
Garowe,6,7
Khanaqin,2,14
Bahawalnagar,3,2
Lamjung,2,22
Djebel Sbaa,3,4
Imam Sahib,6,14
Hamza Al Gharbi,2,3
Katmandu,3,21
Baghdad,3,14
Baghdad,3,14
Dhankuta,6,2
Pyuthan,2,2
Nasirabad,3,21
Nasirabad,3,21
Kurram,2,19
Tigzirt,2,3
Khanaqin,6,4
Khar,3,1
Sanaa,3,1
Colombo,3,2
Ligao City,1,4
Mosul,2,8
Baidoa,3,14
Mosul,3,2
Samarra,3,14
Tikrit,3,14
Al Hillah,3,1
Herat,3,14
Unknown,3,8
Baghdad,3,1
Gaza City,3,14
Ba'quba,3,14
Ligao City,2,14
Baghdad,2,17
Joh I Rong,3,21
Unknown,2,14
Dibrugarh,3,19
Kansas City,7,21
Kansas City,7,19
Moscow,2,14
Katmandu,3,2
Banouta,6,2
Birgunj,3,2
Katmandu,3,2
Inarwa,3,1
Basra,3,19
Al Hadar,2,14
Qaisar,3,2
Cho I Rong,3,16
Khyber district,3,8
Maimbung,6,14
Gartok,3,20
Unknown,3,1
Tozkhurmato,3,14
Balad Ruz,3,19
Rabi'ah,3,1
Gumla,2,17
Imphal,6,19
Asaba,2,2
Baghdad,3,14
Tuz,3,1
Tuz Khurmatu,3,14
Baghdad,3,21
Tuz Khurmatu,3,14
Lakhdaria,3,4
Charikar,6,12
Ramallah,7,14
Balad Ruz,3,19
Katmandu,2,2
Kirkuk,3,1
Ad Dulu'iyah,3,14
Baghdad,3,1
Baghdad,3,14
Nahal Oz,2,21
Karachi,2,19
Karachi,2,13
Malkangiri,2,14
Mogadishu,3,6
Gaza City,3,1
Baghdad,3,4
Habilayn,3,3
Mogadishu,2,14
Sanaa,3,21
Karachi,7,19
Karachi,7,19
Karachi,7,19
Karachi,7,19
Karachi,7,19
Karachi,7,14
Karachi,7,19
Unknown,3,2
Mogadishu,3,4
Manama,3,3
Mosul,3,3
Unknown,6,17
Tuz Khurmatu,2,19
Tuz,3,8
Baghdad,3,14
Nahal Oz,2,14
Souk El Had,2,14
Karachi,7,14
Kandahar,3,3
Unknown,1,2
Beita a Tahta,2,19
Karbi Anglong,3,14
Belfast,2,14
Azzun,7,14
Galkot,7,2
Mahottari,2,2
Sarlahi,2,17
Rohtas,2,2
Athens,3,1
Yathrib,1,2
Paquibato,7,16
Mahaday,2,14
Jaffna,2,14
Najaf,2,14
Baghdad,3,1
Al Muradiyah,3,14
Tamenglong,2,22
Baiji,2,4
Chittagong,7,3
Gaza City,2,14
Navarra (Province),3,16
Unknown,3,1
Kirkuk,3,19
Newtownbutler,7,15
Shiraz,3,15
Herat,3,10
Sderot,3,14
Malkangiri,2,14
Jamui,3,3
Balata,7,2
Fallujah,3,14
Maywand,2,3
Tinsukia,2,4
Midnapore,6,2
Balata,1,2
Unknown,3,14
Raman,2,14
Beled Weyne,2,8
Baghdad,3,14
Ba'quba,2,14
Marka,3,1
Quetta,3,14
Saba Yoi,1,2
Irosin,3,16
Zamboanga City,3,15
Zamboanga City,3,1
Karabulak,2,2
Boosaaso,1,3
Maareb,2,4
Brahmanbaria,3,1
Totoro,3,21
Karabulak,2,2
Kirkuk,3,2
Abu Saydah,3,14
Ranchi,3,14
Baghdad,3,19
Portrush,7,14
Tall `Afar,3,14
Ba'quba,2,2
Al Wajihiyah,2,12
Balad,2,14
Kirkuk,3,20
Chalandri,3,7
Fallujah,3,3
Mosul,3,4
Kerem Shalom,3,14
Ashkelon,3,14
Maareb,3,4
Birgunj,3,14
Ganeshthan,2,2
Addis Ababa,3,1
Baghdad,3,3
Ramadi,3,1
Basra,1,15
Mosul,3,4
Tozkhurmato,3,14
Chalandri,3,19
Rajauri,6,14
Karbi Anglong,1,2
Ramadi,3,14
Ba'quba,3,19
Wellington,3,1
Ein HaShlosha,2,14
Azzun,7,14
Khash Rud,2,15
Basra,2,14
Baghdad,3,3
Baghdad,3,14
Birgunj,3,14
Ra-ngae,2,14
Unknown,2,1
Maareb,3,3
Giridih,3,19
Nong Chik,2,14
Baghdad,3,8
Kut,1,2
Kirkuk,1,2
Kirkuk,3,14
Baghdad,3,1
Al Muqdadiyah,2,19
Unknown,2,2
Jabaliya,3,14
Negev,3,14
Nong Chik,2,14
Unknown,2,14
Budafok,2,1
Baghdad,3,14
Baghdad,1,2
Bilbao,3,2
Nong Chik,2,14
Baghdad,3,14
Baghdad,2,1
Baghdad,3,1
Baghdad,3,14
Bu Mohammed,3,14
Zaranj,3,15
Bujumbura,2,4
Mogadishu,1,2
Khotang,7,14
Assinovskaya,6,4
Basra,1,3
Budapest,7,19
Athens,7,19
Chalandri,7,7
Al Khalis,3,14
Karbala,1,2
Baghdad,3,14
Unknown,3,14
Unknown,1,2
Baghdad,3,14
Baghdad,3,14
Nazran,3,2
Lima,4,6
Bujumbura,2,4
Baghdad,3,14
Nawalparasi,1,2
Sderot,3,14
Mosul,3,14
Sinjar,7,21
Baghdad,3,1
Gaza City,3,13
Mosul,3,19
Kirkuk,3,14
Ba'quba,3,19
Imphal,6,14
Ranchi,2,19
Churanchandpur,2,17
Malkangiri,2,14
Kirkuk,3,14
Baghdad,2,2
Sinjar,6,2
Sui,3,21
Les Issers,3,4
Yala,3,14
Yangon (Rangoon),3,2
Kilinochchi,3,15
Ghazni,6,8
Baghdad,3,14
Bijapur,6,17
Arzo,6,8
Kirkuk,2,1
Elgoibar,3,14
Baghdad,3,14
Unknown,7,21
Pir Koh,3,21
Unknown,2,14
Yangon (Rangoon),3,1
Toulouse,7,15
Qarabagh,6,8
Rautahat,3,2
Khowja,3,2
Al Diwaniyah,3,19
Kirkuk,1,14
Sulayman Bak,1,3
Ba'quba,2,3
Khasan'ya,3,3
Cookstown,7,14
Taraza,2,14
Vale View,3,14
Unknown,6,1
Baghdad,2,10
Kirkuk,3,2
Perechesk,3,8
Baghdad,3,2
Baghdad,3,2
Baghdad,3,2
Hub,2,4
Baghdad,3,14
Landi Kotal,6,17
Qalqilyah,2,2
Fahraj,6,15
Imphal,2,14
Khyber district,6,7
Qarehbagh,6,14
Beit Hanun,3,14
Baghdad,3,14
Baghdad,3,2
Mosul,6,2
Tozkhurmato,1,3
Mosul,3,2
Swat,1,2
Forino,3,2
Orizare,7,2
Unkknown,2,2
Bujumbura,3,15
Unknown,7,8
Unknown,2,1
Miami Beach,7,15
Baghdad,2,14
Puerto Libertador,3,14
Baghdad,1,4
Unknown,6,14
Mosul,3,14
Unknown,3,3
Athens,7,1
Spin Boldak,3,4
Khok Pho,2,14
Yambio,6,14
Mosul,3,13
Quetta,2,8
Miranshah,2,14
Waziristan,6,4
Miranshah,2,14
Sayun,3,3
Mosul,2,14
Baghdad,3,14
Baghdad,3,1
Baghdad,3,1
Yarang,2,1
Joh I Rong,3,4
Baghdad,3,14
Mosul,3,19
Bannu,6,14
Imphal,3,2
Baghdad,3,1
Draa El Mizan,6,4
Al Azamiyah,3,14
Baghdad,3,7
Baghdad,3,19
Kokrajhar,2,2
Colombo,3,19
Fallujah,3,15
Baghdad,3,21
Monkayo,6,4
San Diego,3,1
Basra,3,1
Nazran,3,14
Gozara,3,2
Waz-i-Zadran,2,2
Rojhan,2,1
West Tripura,6,19
Unknown,2,1
Quefurt,7,14
Khasavyurt,3,19
Baghdad,2,14
Sui,3,21
Midsayap,3,19
Unknown,3,14
Gurboz,1,3
Mohmand,2,14
Baghdad,3,14
Baghdad,3,20
Jowhar,2,14
Bir Zeit,2,19
Emanuel,2,15
Baramulla,3,14
Waziristan,6,3
Dera Bugti,3,21
Samarra,3,14
Baghdad,3,20
Kabul,1,7
Qasahdere,2,14
Malgobek,3,3
Mohmand,2,17
Baghdad,3,14
Baramulla,3,1
Leshak,3,14
Baidoa,3,1
Ashkelon,3,14
Unknown,2,14
Unknown,2,2
Baghdad,3,2
Baraki Barak,2,8
Baghdad,3,14
Basra,1,13
La Victoria,6,8
Unknown,3,19
Baghdad,3,14
Baghdad,3,14
Shaar HaNegev,3,2
Baghdad,3,19
Nablus,2,19
Khost,3,2
Pattani,2,14
Nairobi,2,2
Quetta,3,19
Kalat,1,3
Khogiani,3,3
Mohmand,6,2
Khuzdar,2,4
Sa`diyah,1,19
Kalamansig,2,14
Nawada,3,2
Tugbok,2,14
Mogadishu,3,14
Nazran,3,14
Nazran,3,19
Liverpool,7,14
Nyamyezi,6,14
Tibu,3,21
Nahal Oz,3,2
Kerem Shalom,3,3
Baghdad,3,14
Baghdad,2,14
Negev,3,1
Sderot,3,14
Tarmiyah,1,17
Al Huwayjah,3,3
Riohacha,3,1
Alisher Terizai,7,1
Sarkh,2,14
Saptari,1,22
Ba'quba,3,14
Giridih,3,2
Malkangiri,2,14
Sderot,3,14
Beled Weyne,1,4
Saiburi,2,2
Unknown,2,14
Chandel,3,4
Balad Ruz,3,14
Chitwan District,2,14
Rupandehi,3,2
Khyber,3,15
Mooinooi,3,1
Arrigorriaga,3,2
San Sebastian (donostia),3,2
Nong Chik,2,14
Nong Chik,3,15
Lefeu,3,19
Unknown,2,12
Balad Ruz,3,14
Sederot,3,1
Betania,2,21
Spin Boldak,3,14
Baraki Barak,2,8
Bagmara,2,3
Hadid,2,12
Balad Ruz,6,19
Khanaqin,3,14
Rautahat,6,2
Nazran,3,15
Sa'dah,3,15
Mandali,6,14
Malmo,3,14
Muqdadiya,2,17
Munabbah,2,3
Imphal,2,2
Khanaqin,3,14
Padaviya,3,21
Hat Yai,7,19
Aghrib,3,20
Beni Arous,3,3
Ordzhonikidzevskaya,3,14
Neiva,3,21
Keshwan Kishtwar,2,2
Charbagh,7,8
Puruliya,2,2
Baghdad,1,7
Baghdad,3,14
Baghdad,2,8
Baghdad,3,14
Mosul,3,14
Mosul,2,10
Unknown,3,21
Nazran,3,2
Muang,3,2
Ra-ngae,3,21
Rusoh,7,8
Takbai,7,13
Thungyangdaeng,2,14
Yaring,2,14
Baghdad,3,3
Mosul,2,10
Bosaso,2,10
Nowshera,3,1
Husan,2,14
Unknown,2,6
Babil,6,17
Mandali,1,2
Mosul,3,20
Mosul,2,14
Shaar HaNegev,3,20
Katmandu,6,14
Rafah,3,13
Sufa,3,13
Anuradhapura,3,15
Sungai Kolok,7,21
Khasavyurt,3,1
Betahani VDC,2,22
Buhriz,6,14
Sederot,3,14
Erez,3,13
Shanghai,7,19
Kandahar,3,3
Qarehbagh,2,1
Imphal,3,14
Tikrit,3,1
Aguel'hoc,2,4
Vavuniya,1,12
Muang,2,8
Sufa,3,2
Corinto,3,14
Puerres,3,21
Diabaly,2,4
Matta,7,8
Dantewara,7,14
Khost,1,3
Unknown,3,3
Unknown,3,14
Mahottari,6,3
Owerri,6,2
Mogadishu,1,3
Baidoa,3,4
Baghdad,3,19
Aybak,7,12
Sui,3,21
Tripoli,3,14
Hazaribag,3,3
Jalalabad,2,7
Baghdad,3,19
Baghdad,3,2
Beirut,3,17
Khalde,2,17
Santa Cruz,1,2
Saklskoye,3,19
Galkayo,2,7
Vavuniya,2,14
Muang,7,21
Nong Chik,7,21
Kanker,3,3
Imphal,3,2
Bannu,3,8
Panabo,2,16
Mogadishu,3,1
Baghdad,3,14
Athens,7,2
Imphal,3,8
Ba'quba,3,14
Unknown,3,14
Loki,2,7
Beirut,2,14
Beirut,7,10
Beirut,3,4
Tripoli,2,14
Ramallah,2,14
Arrasate,7,19
Ampara,3,1
Kopai,2,1
Muang,7,21
Thungyangdaeng,7,2
Batman,3,19
Hakkari,3,14
Cookstown,3,1
Port Harcourt,6,8
Mogadishu,3,1
Quetta,3,1
Kufr Aza,3,14
Beirut,7,10
Beirut,1,2
Akkar,2,2
Baghdad,3,14
Baghdad,3,14
Baghdad,3,14
Hubli,3,2
Basra,3,14
Kirkuk,6,14
Pannalagama,3,2
Raman,7,21
Than To,7,21
Aley,6,17
Beirut,2,14
Dayr Al Balah,3,1
North Cachar Hills,2,19
North Cachar Hills,2,19
Bat Khela,3,15
Omdurman,2,4
Cookstown,7,1
Baghdad,3,14
Medea,2,4
Ricaurte,7,21
Cachar,2,1
Baghdad,1,2
Baghdad,3,1
Sulaymaniyah,2,12
Aley,6,17
atyat,2,2
Azzun,2,19
Makhachkala,3,20
Ordzhonikidzevskaya,3,20
Unknown,2,14
Mogadishu,2,19
Baidoa,2,22
Trincomalee,3,4
Calinan,6,14
Jammu,1,2
Jammu,6,14
Bandwan,3,3
London,7,2
Kerem Shalom,3,14
Ma'ruf,2,14
Maywand,2,14
Qarehbagh,2,1
Unknown,2,14
Unknown,2,4
Baghdad,3,14
Nasiriyah,3,14
Sharqat,3,14
Tripoli,2,19
Hernani,3,19
Spamount,3,3
Kharwar,2,14
North Cachar Hills,2,1
Mohmand,6,14
Unknown,3,14
shouifat,7,2
Tripoli,2,17
Shopian,6,3
Baghdad,3,14
Kirkuk,3,14
Mosul,3,14
Unknown,4,11
Kohat,3,19
Mohmand,4,11
Jaffna,1,2
London,7,7
Zamboanga City,3,15
Wardag,6,3
Bagas,3,20
Siliguri,3,1
Baghdad,2,8
Baghdad,3,2
Mosul,2,19
Archi,2,8
Alipur Duar,2,2
Howrah,3,2
Nadia,2,2
Abu Ghurayb,3,14
Baghdad,3,2
Baghdad,3,2
Sulaymaniyah,3,14
Ashqelon,3,14
Gaur,3,1
Leguitano,3,3
Fallujah,3,14
Ashkelon,3,14
Neiva,3,1
Neiva,3,1
Leon,3,1
Konduz,3,17
Pir Koh,3,21
Darra Adam Khel,3,21
North Cachar Hills,2,1
North Cachar Hills,2,19
Rayagada,2,14
Sitamarhi,7,19
Al Hamra,6,14
Baghdad,3,2
Ipoh,7,3
Gorkha,2,8
Davao,1,17
Unknown,2,8
Baghdad,1,7
Hangu,3,14
Khar,6,4
Unknown,1,2
Tanout,6,2
Unknown,2,3
Ergneti,3,8
Dimapur,2,2
Lohardaga,6,2
Baghdad,3,19
Baghdad,3,14
Kirkuk,3,14
Kirkuk,3,14
Sunsari,3,15
Port Harcourt,6,21
Montevista,7,1
Balad,2,14
Dinsor,2,14
Athens,7,3
Gaza City,3,15
Colombo,3,3
Thenia,6,14
Shinkay,2,2
Kandahar,3,6
Tskhinvali,3,3
Unknown,3,3
Pianottoli-Caldarello,7,14
Baghdad,3,14
Baghdad,3,19
Ba'quba,3,17
Katmandu,3,7
Magpet,2,2
Cap Djinet,3,19
Presteigne,7,14
Al Amiriyah,2,3
Maywand,3,9
Swabi,3,1
Unknown,3,3
Unknown,6,3
Basra,3,1
Basra,3,13
Unknown,3,19
Port Harcourt,6,1
Gaza City,3,1
Cotabato City,3,19
Kismayu,1,12
Batticaloa,3,22
Murshidabad,3,2
Narayanpur,6,14
Murshidabad,3,14
Murshidabad,3,14
Baghdad,3,14
Baghdad,3,14
Buhriz,6,10
Timurgara,3,15
Shiloh,3,19
San Luis,2,14
Nalchik,3,14
Getxo,3,1
Vavuniya,2,14
Unknown,3,14
Unknown,2,14
Khammam,6,14
Tinsukia,3,14
Baghdad,2,14
Baghdad,2,2
Baghdad,1,3
Suq ash Shuyukh,1,4
Al Bi'aj,6,19
Unkknown,3,3
Unknown,3,9
Addis Ababa,3,19
Bishenpur,7,2
Baghdad,3,19
Baghdad,3,14
Balad Ruz,3,14
Jisr Al Diyala,3,14
Mandali,1,17
Sankhuwasabha,2,2
Unknown,2,4
Unknown,3,19
Rusoh,2,14
Unknown,2,14
Peshawar,2,14
Bajaur,3,15
Bishkan,1,14
Asmar,3,8
Bishenpur,7,2
Dimapur,2,1
Gumla,2,1
Baghdad,3,14
Baghdad,3,1
Baghdad,3,14
Unknown,2,14
Grozny,3,2
Cookstown,7,1
Ordzhonikidzevskaya,1,3
Peshawar,2,14
